customer_id,customer_number,first_name,last_name,marital_status,gender,birthdate,create_date
15933,CUST15933,David,Taylor,Married,Female,2/25/1972,5/23/2021
15934,CUST15934,Jane,Wilson,Single,n/a,1/23/2007,5/5/2020
15935,CUST15935,Sarah,Doe,Married,Female,6/2/1978,10/31/2020
15936,CUST15936,David,Anderson,Divorced,Female,2/12/2007,10/5/2021
15937,CUST15937,Robert,Thomas,Divorced,Female,9/10/1989,11/6/2021
15938,CUST15938,Jane,Brown,Divorced,Male,1/13/1977,1/13/2021
15939,CUST15939,Emily,Brown,Married,n/a,6/14/1970,5/7/2022
15940,CUST15940,David,Taylor,Divorced,n/a,9/28/2008,11/25/2020
15941,CUST15941,Jane,Taylor,Single,Female,9/19/2003,1/8/2022
15942,CUST15942,Michael,Anderson,Single,Female,2/23/1984,7/3/2020
15943,CUST15943,Chris,Smith,Single,n/a,5/9/1992,2/1/2021
15944,CUST15944,Robert,Taylor,Single,Female,6/2/2008,10/27/2021
15945,CUST15945,Sarah,Taylor,Married,Male,9/14/1997,2/23/2020
15946,CUST15946,John,Doe,Single,Female,5/12/2009,11/3/2020
15947,CUST15947,Chris,Brown,Single,Male,10/15/1995,10/16/2021
15948,CUST15948,David,Thomas,Married,Male,7/1/2001,10/4/2020
15949,CUST15949,Emily,Brown,Married,n/a,10/19/2009,3/20/2021
15950,CUST15950,Sarah,Anderson,Divorced,Female,12/24/1997,2/9/2020
15951,CUST15951,Chris,Taylor,Single,Female,11/2/1971,6/13/2022
15952,CUST15952,Jane,Brown,Divorced,Male,11/3/2003,4/25/2022
15953,CUST15953,David,Wilson,Divorced,n/a,10/20/2001,8/9/2021
15954,CUST15954,Chris,Taylor,Divorced,Female,1/29/1970,8/13/2021
15955,CUST15955,David,Smith,Divorced,n/a,3/10/2005,4/14/2022
15956,CUST15956,Sarah,Brown,Single,Female,12/3/1999,9/30/2021
15957,CUST15957,Sarah,Taylor,Single,Female,12/30/2000,5/21/2022
15958,CUST15958,Michael,Anderson,Divorced,n/a,1/24/1990,6/15/2020
15959,CUST15959,John,Doe,Married,n/a,8/3/1975,1/27/2021
15960,CUST15960,Michael,Taylor,Single,Male,3/15/2002,8/30/2020
15961,CUST15961,Chris,Anderson,Married,Female,7/23/1994,9/18/2021
15962,CUST15962,David,Thomas,Divorced,Male,2/15/2005,2/5/2022
15963,CUST15963,David,Smith,Married,n/a,11/10/1972,12/8/2021
15964,CUST15964,Robert,Taylor,Married,Male,10/18/2005,7/2/2020
15965,CUST15965,Chris,Smith,Married,n/a,7/1/1986,1/7/2021
15966,CUST15966,Michael,Doe,Single,n/a,6/24/1994,5/27/2022
15967,CUST15967,Sarah,Taylor,Single,Male,3/6/2006,12/22/2021
15968,CUST15968,Michael,Anderson,Divorced,Female,5/24/1995,10/29/2020
15969,CUST15969,Emily,Wilson,Divorced,Male,11/6/1998,12/8/2021
15970,CUST15970,David,Doe,Married,n/a,9/19/1991,9/23/2022
15971,CUST15971,David,Brown,Single,Male,8/2/1993,11/11/2021
15972,CUST15972,Robert,Thomas,Divorced,n/a,9/2/1972,2/8/2022
15973,CUST15973,Robert,Taylor,Single,Female,1/4/1975,1/30/2020
15974,CUST15974,David,Doe,Single,Male,6/17/1979,7/7/2022
15975,CUST15975,David,Taylor,Married,Female,11/21/1984,8/31/2020
15976,CUST15976,John,Smith,Single,n/a,7/15/1987,1/7/2021
15977,CUST15977,Jane,Brown,Divorced,Female,6/24/2009,1/20/2021
15978,CUST15978,Jane,Smith,Married,Male,6/21/1990,5/6/2021
15979,CUST15979,John,Anderson,Married,Male,4/10/1980,9/10/2021
15980,CUST15980,Emily,Taylor,Single,n/a,2/28/1986,12/31/2020
15981,CUST15981,Jane,Wilson,Single,Male,4/22/1979,4/8/2022
15982,CUST15982,Emily,Thomas,Single,n/a,4/24/2006,5/16/2021
15983,CUST15983,John,Taylor,Divorced,Female,8/26/1992,5/13/2022
15984,CUST15984,Robert,Smith,Single,Male,1/4/1992,5/2/2022
15985,CUST15985,David,Smith,Married,n/a,7/14/1999,10/4/2020
15986,CUST15986,Jane,Thomas,Married,Male,3/6/2003,5/20/2020
15987,CUST15987,Sarah,Wilson,Divorced,n/a,4/14/1971,1/19/2022
15988,CUST15988,Jane,Brown,Married,Female,5/2/1977,1/23/2021
15989,CUST15989,Robert,Doe,Married,Male,2/9/2008,5/8/2022
15990,CUST15990,David,Thomas,Married,Male,5/16/1988,12/12/2021
15991,CUST15991,Chris,Smith,Single,Male,6/9/1975,3/9/2021
15992,CUST15992,Sarah,Smith,Married,n/a,4/1/1981,11/27/2021
15993,CUST15993,Emily,Smith,Married,n/a,7/22/1995,4/1/2021
15994,CUST15994,John,Taylor,Married,Male,11/14/2002,4/20/2020
15995,CUST15995,Robert,Anderson,Divorced,n/a,5/4/1979,4/22/2021
15996,CUST15996,Jane,Thomas,Married,n/a,11/8/2008,10/8/2020
15997,CUST15997,Sarah,Smith,Divorced,Male,9/28/1971,8/2/2020
15998,CUST15998,Chris,Taylor,Divorced,Female,3/30/1972,12/20/2020
15999,CUST15999,Emily,Wilson,Divorced,Female,3/11/1978,4/14/2022
16000,CUST16000,Sarah,Wilson,Divorced,Female,7/7/1998,1/12/2022
16001,CUST16001,John,Thomas,Single,n/a,2/21/1985,8/3/2020
16002,CUST16002,Robert,Wilson,Divorced,Female,11/9/2008,5/1/2021
16003,CUST16003,John,Thomas,Married,Female,10/18/1981,1/20/2020
16004,CUST16004,Jane,Taylor,Married,Male,8/23/2009,2/25/2020
16005,CUST16005,Chris,Brown,Married,Male,7/21/2005,2/18/2020
16006,CUST16006,Jane,Wilson,Married,Female,7/26/1991,2/19/2021
16007,CUST16007,Emily,Smith,Married,n/a,7/5/1991,10/23/2021
16008,CUST16008,Robert,Wilson,Married,n/a,4/24/1991,4/11/2021
16009,CUST16009,Jane,Anderson,Divorced,Male,8/26/2003,6/12/2020
16010,CUST16010,Michael,Thomas,Divorced,Female,8/26/2007,5/12/2021
16011,CUST16011,Robert,Smith,Divorced,Male,12/11/1984,7/9/2022
16012,CUST16012,Chris,Wilson,Single,Male,3/21/1979,7/26/2020
16013,CUST16013,John,Anderson,Married,n/a,3/24/1971,12/6/2020
16014,CUST16014,Michael,Taylor,Single,Female,5/5/2005,3/23/2022
16015,CUST16015,John,Wilson,Divorced,n/a,4/2/1979,5/29/2021
16016,CUST16016,Chris,Brown,Single,n/a,12/28/1976,8/6/2022
16017,CUST16017,David,Brown,Divorced,Male,3/5/1972,4/27/2022
16018,CUST16018,Chris,Thomas,Married,n/a,10/28/2001,1/3/2022
16019,CUST16019,David,Smith,Single,Male,10/10/1978,1/22/2021
16020,CUST16020,Robert,Taylor,Married,Male,8/21/1974,2/27/2020
16021,CUST16021,Michael,Doe,Single,Female,6/27/1988,11/12/2020
16022,CUST16022,John,Smith,Married,Female,2/11/2010,8/6/2022
16023,CUST16023,Jane,Anderson,Divorced,Male,8/1/2009,7/29/2021
16024,CUST16024,Jane,Smith,Divorced,Male,2/28/1998,9/10/2021
16025,CUST16025,Jane,Anderson,Divorced,n/a,8/15/1999,1/4/2022
16026,CUST16026,Chris,Smith,Married,Male,8/10/2005,3/18/2022
16027,CUST16027,Sarah,Anderson,Single,n/a,8/2/1980,4/1/2021
16028,CUST16028,Sarah,Doe,Married,Male,12/18/2003,7/29/2020
16029,CUST16029,Michael,Smith,Divorced,Male,12/5/1974,1/26/2020
16030,CUST16030,Chris,Thomas,Married,n/a,9/17/1984,5/29/2020
16031,CUST16031,David,Wilson,Divorced,n/a,9/30/1984,4/29/2022
16032,CUST16032,Emily,Wilson,Divorced,Male,7/14/1993,11/5/2021
16033,CUST16033,Michael,Doe,Single,Male,3/25/1994,12/11/2021
16034,CUST16034,Sarah,Anderson,Married,Female,9/27/1974,3/17/2020
16035,CUST16035,David,Thomas,Divorced,n/a,3/28/1996,6/24/2021
16036,CUST16036,Michael,Wilson,Divorced,Female,1/9/1995,2/26/2020
16037,CUST16037,Chris,Anderson,Married,n/a,11/25/2007,6/10/2020
16038,CUST16038,David,Taylor,Divorced,Male,4/23/1984,5/10/2022
16039,CUST16039,Chris,Anderson,Divorced,n/a,3/15/1980,10/2/2021
16040,CUST16040,Jane,Anderson,Single,n/a,8/22/1980,12/8/2021
16041,CUST16041,Sarah,Thomas,Divorced,Female,12/3/1992,6/8/2022
16042,CUST16042,Jane,Taylor,Divorced,n/a,5/6/1998,10/6/2021
16043,CUST16043,Chris,Thomas,Married,Female,7/19/1979,3/3/2021
16044,CUST16044,David,Thomas,Single,n/a,8/29/1991,5/4/2021
16045,CUST16045,Jane,Smith,Married,Female,5/10/1991,2/28/2020
16046,CUST16046,Chris,Doe,Divorced,Female,6/14/1993,4/6/2021
16047,CUST16047,Michael,Brown,Single,Male,12/4/1983,12/6/2020
16048,CUST16048,David,Brown,Divorced,Male,6/6/1992,3/1/2021
16049,CUST16049,David,Doe,Single,Female,1/3/1985,8/18/2021
16050,CUST16050,Michael,Thomas,Single,Male,7/3/1984,9/11/2022
16051,CUST16051,David,Wilson,Married,Female,5/16/2004,6/8/2020
16052,CUST16052,Jane,Taylor,Married,Male,4/17/2007,4/10/2022
16053,CUST16053,Sarah,Taylor,Single,Female,3/19/1998,6/2/2022
16054,CUST16054,Sarah,Wilson,Single,Male,9/11/1970,12/27/2020
16055,CUST16055,Emily,Brown,Married,Female,7/2/1997,9/13/2022
16056,CUST16056,Emily,Anderson,Divorced,Male,7/25/1970,11/17/2021
16057,CUST16057,Chris,Anderson,Single,Female,7/17/2007,6/14/2022
16058,CUST16058,Chris,Brown,Married,Female,5/13/2004,8/12/2022
16059,CUST16059,John,Anderson,Married,n/a,11/26/2010,4/11/2020
16060,CUST16060,Jane,Smith,Married,Female,2/2/1997,3/28/2020
16061,CUST16061,Chris,Taylor,Single,n/a,7/2/1976,10/29/2021
16062,CUST16062,Sarah,Taylor,Single,n/a,12/22/1980,6/18/2020
16063,CUST16063,David,Taylor,Single,Female,10/11/1988,7/14/2021
16064,CUST16064,Chris,Wilson,Single,Male,5/22/1994,1/18/2020
16065,CUST16065,Robert,Taylor,Single,Female,10/27/1991,2/6/2022
16066,CUST16066,Chris,Taylor,Divorced,n/a,3/11/1986,6/18/2021
16067,CUST16067,Emily,Smith,Married,Female,5/4/1992,11/6/2020
16068,CUST16068,Robert,Anderson,Divorced,n/a,11/26/1972,3/29/2021
16069,CUST16069,Jane,Taylor,Divorced,n/a,12/31/2005,1/20/2020
16070,CUST16070,Chris,Brown,Married,Female,4/26/1979,2/22/2021
16071,CUST16071,Jane,Doe,Married,Female,6/5/1977,12/5/2020
16072,CUST16072,Emily,Anderson,Single,n/a,10/3/1987,6/5/2021
16073,CUST16073,Emily,Taylor,Married,Male,10/7/2003,1/13/2020
16074,CUST16074,David,Taylor,Divorced,Female,11/26/1982,8/20/2020
16075,CUST16075,Jane,Smith,Married,Male,4/18/2002,5/30/2021
16076,CUST16076,Robert,Thomas,Divorced,Female,1/21/1988,7/14/2022
16077,CUST16077,Chris,Brown,Single,Male,4/6/1986,3/3/2022
16078,CUST16078,Emily,Smith,Single,Male,4/21/1987,9/15/2021
16079,CUST16079,David,Wilson,Single,n/a,11/14/1971,2/27/2022
16080,CUST16080,Emily,Wilson,Single,n/a,2/2/1990,11/12/2021
16081,CUST16081,Jane,Smith,Divorced,Male,5/17/1973,6/5/2020
16082,CUST16082,Robert,Wilson,Single,n/a,5/24/2002,9/5/2020
16083,CUST16083,David,Thomas,Single,Female,10/4/2004,11/7/2020
16084,CUST16084,Sarah,Doe,Married,Male,2/22/2005,9/2/2020
16085,CUST16085,Sarah,Anderson,Married,Female,5/20/1988,8/11/2021
16086,CUST16086,Jane,Anderson,Married,Female,6/3/1994,8/20/2021
16087,CUST16087,Chris,Doe,Divorced,Female,11/20/2000,8/3/2021
16088,CUST16088,Emily,Taylor,Single,Male,10/22/2010,5/27/2022
16089,CUST16089,Sarah,Doe,Married,Male,2/1/1989,6/19/2021
16090,CUST16090,David,Smith,Single,Female,9/5/1983,9/9/2020
16091,CUST16091,Sarah,Wilson,Married,n/a,2/7/2005,12/31/2021
16092,CUST16092,Emily,Thomas,Single,Male,7/26/2000,5/29/2020
16093,CUST16093,Robert,Wilson,Single,Male,5/7/1997,7/31/2021
16094,CUST16094,David,Taylor,Married,n/a,10/16/1978,3/21/2020
16095,CUST16095,Robert,Brown,Married,Male,2/6/2004,5/1/2022
16096,CUST16096,Jane,Doe,Single,Female,3/9/2002,1/10/2022
16097,CUST16097,Emily,Wilson,Married,Male,5/14/2003,2/19/2020
16098,CUST16098,Emily,Smith,Divorced,n/a,3/12/1975,3/6/2021
16099,CUST16099,Emily,Brown,Married,Male,12/28/1984,2/4/2021
16100,CUST16100,Robert,Doe,Single,n/a,3/8/1982,12/28/2021
16101,CUST16101,Sarah,Thomas,Married,n/a,4/1/2001,3/18/2021
16102,CUST16102,Chris,Taylor,Single,Male,12/10/1983,8/4/2021
16103,CUST16103,Chris,Brown,Divorced,n/a,7/5/1991,10/18/2021
16104,CUST16104,John,Brown,Single,Male,11/11/1993,3/26/2022
16105,CUST16105,John,Thomas,Married,Female,3/31/2008,10/27/2020
16106,CUST16106,David,Smith,Divorced,n/a,9/27/1991,12/26/2020
16107,CUST16107,Sarah,Taylor,Single,Male,7/17/1981,10/5/2020
16108,CUST16108,Sarah,Thomas,Single,Female,4/2/1981,9/26/2022
16109,CUST16109,David,Brown,Single,Male,10/25/1988,4/30/2020
16110,CUST16110,Chris,Anderson,Divorced,n/a,12/21/2002,4/2/2020
16111,CUST16111,Michael,Thomas,Single,n/a,1/27/2003,1/25/2022
16112,CUST16112,Jane,Wilson,Married,n/a,1/15/1998,10/27/2020
16113,CUST16113,Jane,Anderson,Divorced,n/a,11/20/1986,4/10/2022
16114,CUST16114,Jane,Doe,Married,Male,11/25/1989,7/4/2020
16115,CUST16115,David,Taylor,Divorced,n/a,9/12/1989,10/7/2020
16116,CUST16116,John,Wilson,Married,n/a,3/18/1995,5/25/2021
16117,CUST16117,John,Anderson,Divorced,Female,7/12/1981,8/21/2022
16118,CUST16118,David,Brown,Married,Female,7/15/1972,6/2/2021
16119,CUST16119,David,Smith,Divorced,Female,12/3/1974,9/14/2021
16120,CUST16120,Emily,Taylor,Married,Female,10/4/1975,7/30/2020
16121,CUST16121,Chris,Wilson,Single,Female,5/8/1981,7/24/2020
16122,CUST16122,Emily,Thomas,Single,n/a,7/4/2004,8/1/2020
16123,CUST16123,Michael,Wilson,Divorced,n/a,2/18/1990,7/27/2021
16124,CUST16124,Chris,Wilson,Divorced,Male,6/14/1989,3/18/2021
16125,CUST16125,Robert,Wilson,Divorced,Female,7/25/1975,8/25/2021
16126,CUST16126,Emily,Wilson,Single,Male,1/19/2009,5/1/2021
16127,CUST16127,Robert,Wilson,Single,Male,3/29/1989,1/2/2021
16128,CUST16128,Sarah,Brown,Married,n/a,4/28/1979,7/14/2020
16129,CUST16129,Robert,Smith,Divorced,n/a,11/22/1979,7/10/2021
16130,CUST16130,Chris,Smith,Divorced,Female,5/31/1970,1/26/2020
16131,CUST16131,Robert,Smith,Single,Male,10/15/1988,7/29/2021
16132,CUST16132,Robert,Anderson,Married,n/a,10/5/1978,9/29/2020
16133,CUST16133,Chris,Thomas,Single,n/a,4/13/1982,8/1/2021
16134,CUST16134,Emily,Anderson,Married,n/a,12/26/1999,2/14/2020
16135,CUST16135,John,Taylor,Single,Male,12/20/1994,11/4/2021
16136,CUST16136,David,Doe,Married,n/a,10/10/1984,1/13/2022
16137,CUST16137,Sarah,Thomas,Married,Female,3/11/1982,8/20/2020
16138,CUST16138,Michael,Taylor,Married,Male,3/18/2010,3/26/2022
16139,CUST16139,John,Brown,Divorced,n/a,8/18/1976,5/1/2020
16140,CUST16140,John,Wilson,Married,Male,11/5/1973,7/14/2022
16141,CUST16141,Emily,Anderson,Single,Female,4/19/1991,2/8/2020
16142,CUST16142,Michael,Wilson,Divorced,Male,8/15/1988,5/16/2021
16143,CUST16143,Emily,Thomas,Divorced,n/a,9/30/1971,12/29/2021
16144,CUST16144,Robert,Taylor,Single,Female,11/2/1985,5/19/2022
16145,CUST16145,Jane,Wilson,Single,Female,9/29/2000,5/29/2021
16146,CUST16146,Chris,Smith,Single,Female,6/22/1974,11/10/2020
16147,CUST16147,Emily,Anderson,Married,Male,6/16/2006,9/2/2021
16148,CUST16148,Sarah,Taylor,Married,Male,4/7/1975,4/30/2021
16149,CUST16149,Robert,Smith,Single,Male,6/30/1981,3/22/2020
16150,CUST16150,David,Wilson,Married,n/a,5/15/1987,2/5/2021
16151,CUST16151,Emily,Wilson,Divorced,Female,3/20/1975,6/22/2020
16152,CUST16152,Sarah,Anderson,Married,Male,8/17/2009,8/12/2022
16153,CUST16153,Robert,Brown,Divorced,Female,12/8/2008,9/21/2022
16154,CUST16154,Robert,Taylor,Married,n/a,6/22/1999,9/17/2020
16155,CUST16155,Sarah,Doe,Married,n/a,5/4/2010,11/11/2021
16156,CUST16156,Emily,Brown,Married,Male,1/26/2006,9/8/2020
16157,CUST16157,Michael,Wilson,Married,Female,8/28/1982,1/27/2020
16158,CUST16158,Emily,Taylor,Divorced,Male,12/8/1992,3/28/2021
16159,CUST16159,Emily,Taylor,Single,Female,7/22/1980,11/8/2020
16160,CUST16160,David,Smith,Single,Male,8/29/1971,8/26/2020
16161,CUST16161,Emily,Doe,Divorced,Male,9/1/2001,4/22/2022
16162,CUST16162,John,Doe,Single,Male,11/9/1994,3/15/2022
16163,CUST16163,Sarah,Brown,Divorced,n/a,11/5/2002,8/19/2022
16164,CUST16164,John,Smith,Single,Female,6/5/2008,8/3/2022
16165,CUST16165,Emily,Brown,Single,Female,10/27/1997,9/16/2022
16166,CUST16166,Emily,Brown,Divorced,n/a,1/7/1983,1/16/2022
16167,CUST16167,Emily,Taylor,Divorced,Male,1/14/1970,11/22/2021
16168,CUST16168,Jane,Wilson,Single,n/a,2/3/1998,1/4/2022
16169,CUST16169,David,Thomas,Single,Male,3/25/2000,7/15/2021
16170,CUST16170,David,Anderson,Divorced,Male,3/26/1979,7/8/2020
16171,CUST16171,David,Thomas,Divorced,n/a,8/10/2009,7/1/2022
16172,CUST16172,David,Brown,Single,n/a,5/24/1993,9/10/2020
16173,CUST16173,John,Anderson,Single,Male,3/22/2005,2/21/2021
16174,CUST16174,Michael,Smith,Married,Male,9/25/2010,10/26/2020
16175,CUST16175,Sarah,Thomas,Single,Female,3/1/1970,5/30/2021
16176,CUST16176,Michael,Brown,Single,Female,11/17/1982,2/23/2022
16177,CUST16177,Michael,Brown,Married,Female,1/7/1972,6/8/2021
16178,CUST16178,Sarah,Wilson,Divorced,Female,7/17/1973,3/30/2022
16179,CUST16179,Jane,Anderson,Married,n/a,12/9/1996,7/1/2020
16180,CUST16180,Sarah,Smith,Divorced,n/a,2/22/2003,12/30/2020
16181,CUST16181,Michael,Anderson,Single,Male,4/8/1978,10/16/2020
16182,CUST16182,John,Anderson,Married,Male,10/27/1993,10/30/2021
16183,CUST16183,Jane,Doe,Divorced,Male,9/4/1973,1/23/2021
16184,CUST16184,David,Brown,Single,Male,10/29/1985,9/20/2020
16185,CUST16185,Robert,Taylor,Single,Female,8/29/1994,6/19/2021
16186,CUST16186,Michael,Doe,Married,Male,5/21/1996,12/27/2020
16187,CUST16187,John,Wilson,Single,n/a,11/7/1988,6/14/2022
16188,CUST16188,Jane,Doe,Married,Female,3/13/1992,4/25/2020
16189,CUST16189,David,Taylor,Single,Male,3/20/1989,5/22/2021
16190,CUST16190,Jane,Doe,Single,n/a,3/24/1971,10/5/2021
16191,CUST16191,Jane,Taylor,Single,Female,3/14/1979,4/21/2022
16192,CUST16192,Emily,Taylor,Single,n/a,3/27/1981,11/22/2021
16193,CUST16193,John,Wilson,Single,Male,11/18/1970,2/4/2021
16194,CUST16194,John,Taylor,Single,n/a,5/3/1996,2/6/2022
16195,CUST16195,Michael,Wilson,Single,Female,5/21/2007,6/24/2020
16196,CUST16196,Jane,Taylor,Married,Female,9/2/1970,7/7/2022
16197,CUST16197,Emily,Anderson,Married,Male,3/12/1975,11/29/2021
16198,CUST16198,Emily,Wilson,Divorced,Male,3/3/2003,6/28/2022
16199,CUST16199,Sarah,Wilson,Single,Female,8/10/1975,3/15/2020
16200,CUST16200,John,Smith,Divorced,n/a,9/14/1989,8/18/2021
16201,CUST16201,Sarah,Wilson,Married,Male,2/6/1994,7/28/2021
16202,CUST16202,Chris,Wilson,Married,Female,11/4/1970,7/30/2022
16203,CUST16203,David,Anderson,Married,Female,4/26/1973,10/19/2020
16204,CUST16204,Chris,Thomas,Single,n/a,2/24/1979,1/17/2020
16205,CUST16205,Sarah,Taylor,Married,n/a,4/28/1974,1/25/2020
16206,CUST16206,Sarah,Brown,Single,Male,10/21/2001,1/4/2022
16207,CUST16207,David,Anderson,Divorced,n/a,4/12/1992,3/25/2022
16208,CUST16208,Sarah,Anderson,Divorced,Female,11/28/1980,11/15/2021
16209,CUST16209,John,Brown,Single,Female,5/17/1998,1/3/2021
16210,CUST16210,Jane,Smith,Married,Male,9/7/1971,2/15/2020
16211,CUST16211,Robert,Smith,Single,Male,4/9/1979,3/21/2021
16212,CUST16212,David,Brown,Single,Male,5/18/1991,1/28/2021
16213,CUST16213,Chris,Brown,Married,n/a,11/8/1999,1/5/2021
16214,CUST16214,Michael,Doe,Single,Female,3/7/2000,8/3/2021
16215,CUST16215,Robert,Brown,Single,n/a,10/2/1971,10/27/2021
16216,CUST16216,Chris,Smith,Married,Female,7/19/1973,9/2/2020
16217,CUST16217,Emily,Wilson,Married,Female,2/6/1976,9/2/2022
16218,CUST16218,Sarah,Wilson,Single,Female,6/22/2008,8/25/2021
16219,CUST16219,Chris,Wilson,Married,Female,3/14/2003,3/7/2021
16220,CUST16220,Chris,Doe,Single,Male,12/19/2004,7/24/2020
16221,CUST16221,Michael,Taylor,Married,Male,6/10/1994,12/2/2020
16222,CUST16222,Sarah,Taylor,Single,n/a,7/5/1985,3/23/2021
16223,CUST16223,Sarah,Doe,Single,n/a,5/19/1995,1/6/2022
16224,CUST16224,Michael,Thomas,Single,Male,11/29/1994,5/11/2022
16225,CUST16225,Jane,Wilson,Married,Male,11/15/1972,9/8/2020
16226,CUST16226,David,Doe,Single,n/a,10/21/1997,7/18/2021
16227,CUST16227,Jane,Doe,Single,Male,6/17/1984,6/3/2020
16228,CUST16228,Chris,Doe,Divorced,Male,2/14/1980,5/20/2021
16229,CUST16229,Emily,Brown,Single,n/a,12/20/1990,2/12/2020
16230,CUST16230,Michael,Smith,Single,Male,8/11/1996,10/25/2021
16231,CUST16231,Emily,Doe,Single,Female,1/16/1981,1/17/2022
16232,CUST16232,Michael,Thomas,Married,Male,11/15/1975,12/23/2021
16233,CUST16233,Emily,Smith,Divorced,Female,3/11/1983,7/30/2022
16234,CUST16234,Chris,Thomas,Married,Male,1/14/1970,1/4/2020
16235,CUST16235,Chris,Thomas,Married,Male,5/9/1986,1/23/2021
16236,CUST16236,Chris,Smith,Divorced,Female,2/25/1975,4/15/2022
16237,CUST16237,Michael,Brown,Single,Female,1/14/1979,5/9/2020
16238,CUST16238,Emily,Wilson,Single,Female,5/10/1990,5/13/2021
16239,CUST16239,Michael,Anderson,Single,Male,6/13/1989,7/13/2022
16240,CUST16240,Chris,Doe,Married,Female,7/15/1973,9/25/2022
16241,CUST16241,Chris,Doe,Married,Female,7/20/1977,7/28/2022
16242,CUST16242,Chris,Doe,Single,Male,6/26/2005,9/28/2021
16243,CUST16243,Michael,Doe,Single,Male,9/17/2005,7/10/2021
16244,CUST16244,John,Anderson,Married,n/a,10/4/2009,6/23/2022
16245,CUST16245,Michael,Thomas,Divorced,Male,3/22/1994,8/29/2020
16246,CUST16246,Sarah,Thomas,Married,Female,2/1/2001,1/12/2020
16247,CUST16247,Sarah,Doe,Single,Male,8/20/1986,12/21/2021
16248,CUST16248,Michael,Taylor,Divorced,Male,12/1/1989,6/4/2020
16249,CUST16249,Sarah,Wilson,Divorced,Male,1/6/1998,7/24/2020
16250,CUST16250,Emily,Taylor,Married,Female,2/10/2001,1/18/2021
16251,CUST16251,David,Smith,Married,Male,7/18/1976,4/29/2021
16252,CUST16252,Jane,Wilson,Single,Female,12/31/1997,11/22/2020
16253,CUST16253,Jane,Taylor,Married,Male,9/7/1971,5/21/2020
16254,CUST16254,Sarah,Brown,Single,Female,3/13/2004,5/19/2022
16255,CUST16255,David,Thomas,Married,Male,12/26/2009,6/10/2021
16256,CUST16256,Jane,Wilson,Married,Female,1/3/1990,2/12/2022
16257,CUST16257,Chris,Thomas,Divorced,Female,10/2/1988,5/9/2020
16258,CUST16258,John,Thomas,Divorced,Male,11/7/2001,3/20/2020
16259,CUST16259,Michael,Brown,Married,Male,2/4/2007,1/15/2021
16260,CUST16260,Robert,Thomas,Divorced,n/a,2/13/1996,9/23/2020
16261,CUST16261,Michael,Anderson,Married,Female,1/17/2011,11/15/2020
16262,CUST16262,David,Taylor,Divorced,Female,6/24/2001,9/2/2020
16263,CUST16263,Michael,Thomas,Divorced,n/a,5/27/1975,12/14/2020
16264,CUST16264,Robert,Anderson,Divorced,n/a,8/4/2010,9/7/2022
16265,CUST16265,Jane,Anderson,Single,n/a,4/7/1987,3/22/2022
16266,CUST16266,John,Brown,Married,Male,3/10/1971,7/30/2022
16267,CUST16267,Robert,Wilson,Single,n/a,5/22/2002,7/22/2020
16268,CUST16268,David,Smith,Divorced,Male,9/6/1971,8/28/2020
16269,CUST16269,Sarah,Thomas,Single,Female,1/18/1972,2/25/2021
16270,CUST16270,Emily,Brown,Single,n/a,6/5/1986,5/14/2022
16271,CUST16271,Jane,Taylor,Divorced,Male,4/17/1990,6/27/2020
16272,CUST16272,Chris,Thomas,Married,Male,5/13/1977,3/16/2021
16273,CUST16273,Michael,Thomas,Single,Female,2/17/1987,6/16/2020
16274,CUST16274,Michael,Brown,Divorced,Male,12/30/1975,6/21/2021
16275,CUST16275,David,Brown,Divorced,n/a,9/15/2009,9/11/2021
16276,CUST16276,Jane,Anderson,Married,Male,2/2/1996,3/22/2022
16277,CUST16277,Chris,Smith,Single,n/a,10/11/1996,1/26/2022
16278,CUST16278,Robert,Thomas,Married,n/a,12/15/1991,11/16/2021
16279,CUST16279,Sarah,Smith,Single,n/a,7/8/1995,7/12/2021
16280,CUST16280,Robert,Doe,Single,Male,6/11/1979,3/20/2022
16281,CUST16281,Michael,Brown,Divorced,Female,5/25/1985,6/2/2022
16282,CUST16282,John,Anderson,Married,n/a,12/29/1970,4/4/2022
16283,CUST16283,Michael,Wilson,Single,Male,11/7/2001,10/10/2021
16284,CUST16284,Emily,Smith,Single,Male,8/1/1971,6/22/2021
16285,CUST16285,Emily,Taylor,Divorced,Female,2/6/1992,4/18/2022
16286,CUST16286,Emily,Brown,Divorced,n/a,1/15/1994,3/22/2022
16287,CUST16287,Michael,Anderson,Married,Male,3/2/1995,7/28/2020
16288,CUST16288,Jane,Taylor,Single,n/a,3/28/1984,7/24/2022
16289,CUST16289,Emily,Wilson,Single,Male,9/3/1980,8/21/2022
16290,CUST16290,Jane,Anderson,Married,Male,9/29/1987,7/8/2021
16291,CUST16291,Emily,Wilson,Divorced,Male,10/2/1976,11/6/2020
16292,CUST16292,Robert,Anderson,Single,n/a,6/23/2003,5/26/2020
16293,CUST16293,Sarah,Thomas,Divorced,n/a,2/11/1986,6/8/2020
16294,CUST16294,Michael,Brown,Divorced,Female,1/8/2009,2/11/2020
16295,CUST16295,Jane,Thomas,Single,Female,12/7/1970,9/24/2021
16296,CUST16296,David,Wilson,Divorced,Male,2/27/2009,2/14/2022
16297,CUST16297,Michael,Doe,Divorced,Female,11/12/1985,10/27/2021
